Организация;Номер актива;Серийный номер;Описание актива;Группа активов;Критичность;Номер родительского актива
Ч20;ИПТ-АКК@000000010;Ч019843;Фидер питания потребителей 0.4кВ;ИПТ-АКК;Средний;Ч.ТЭЦ.8QF. 7ШВ2 раб ввод
Ч20;ИПТ-АКК@000000011;Ч019844;Фидер питания потребителей 0.4кВ;ИПТ-АКК;Средний;Ч.ТЭЦ.8QF. 7ШВ2 рез ввод
Ч20;ИПТ-АКК@000000012;Ч019845;Щиток рабочего освещения (в комплекте с автоматическими выключателями) поз.8ЩО;ИПТ-АКК-ОР-18;Средний;Ч.ТЭЦ.8ЩО
Ч20;ИПТ-АКК@000000013;Ч019846;Кабель питания щитка рабочего освещения поз. 8ЩО;ИПТ-АКК-ОР-21;Средний;Ч.ТЭЦ.8ЩО
Ч20;ЭЛА-ЯРП@000001995;Ч028631;Ячейка D12PLF;ЭЛА-ЯРП;Высокий;Ч.ТЭЦ.8.ЭЛС.ГРУ6.Я62
Ч20;ЭЛА-РЗА@000001547;Ч028632;РЗА яч.62;ЭЛА-РЗА;Высокий;Ч.ТЭЦ.8.ЭЛС.ГРУ6.Я62
Ч20;Ч.ТЭЦ.8.ЭЛС.ТЦ2.ЧДА;Ч032206;Частотная делительная автоматика ТЦ-2;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.8.ЭЛС.ТЦ2
Ч20;ЭЛА-РЗА@000001551;Ч032207;РЗА ЧДА, ДАЧР секций №5, 6, 7 ГРУ-10кВ ;ЭЛА-РЗА;Высокий;Ч.ТЭЦ.8.ЭЛС.ТЦ2.ЧДА
Ч20;Ч.ТЭЦ.9.ОБК.618.АЩО;Ч032234;АЩО (аварийное освещение к. 618), 5 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.618
Ч20;Ч.ТЭЦ.9.ОБК.900.ЩРО1;Ч032235;ЩРО-1 (рабочее освещение к. 900), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.900
Ч20;Ч.ТЭЦ.9.ОБК.900.ЩРО2;Ч032236;ЩРО-2 (рабочее освещение к. 900), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.900
Ч20;Ч.ТЭЦ.9.ОБК.900.ЩРО3;Ч032237;ЩРО-3 (рабочее освещение к. 900), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.900
Ч20;Ч.ТЭЦ.9.ОБК.900.ЩАО1;Ч032238;ЩАО-1 (аварийное освещение к. 900), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.900
Ч20;Ч.ТЭЦ.9.ОБК.900.ЩАО2;Ч032239;ЩАО-2 (аварийное освещение к. 900), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.900
Ч20;Ч.ТЭЦ.9.ОБК.901.ЩРО1;Ч032240;ЩРО-1 (рабочее освещение к. 901), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.901
Ч20;Ч.ТЭЦ.9.ОБК.901.ЩРО2;Ч032241;ЩРО-2 (рабочее освещение к. 901), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.901
Ч20;Ч.ТЭЦ.9.ОБК.901.ЩРО3;Ч032242;ЩРО-3 (рабочее освещение к. 901), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.901
Ч20;Ч.ТЭЦ.9.ОБК.901.ЩАО1;Ч032243;ЩАО-1 (аварийное освещение к. 901), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.901
Ч20;Ч.ТЭЦ.9.ОБК.901.ЩАО2;Ч032244;ЩАО-2 (аварийное освещение к. 901), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.901
Ч20;Ч.ТЭЦ.9.ОБК.901.ЩАО3;Ч032245;ЩАО-3 (аварийное освещение к. 901), 7 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.901
Ч20;Ч.ТЭЦ.9.У.ЩРОКУ;Ч032246;ЩРО КУ (рабочее освещение котла утилизатора), 5 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.У
Ч20;Ч.ТЭЦ.9.У.ЩАОКУ;Ч032247;ЩАО КУ (аварийное освещение котла утилизатора), 5 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.У
Ч20;Ч.ТЭЦ.9.У.СВОГР;Ч032248;ЩО СВОГР КУ (светоограждение дымовой трубы КУ + ШУ), 2 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.У
Ч20;Ч.ТЭЦ.9.ОБК.901.ЩОНАРТЕРР;Ч032249;ЩО НАР ТЕРР (освещение наружная территория участка ГТУ), 3 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.901
Ч20;Ч.ТЭЦ.9.Е.Т.СВОГР;Ч032250;ЩО СВОГР Е-100 (светоограждение дымовой трубы Е-100 + ШУ), 2 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.Е.Т
Ч20;Ч.ТЭЦ.9.ОБК.911.ЩОНАРТЕРР;Ч032251;ЩО НАР ТЕРР (освещение наружная территория Е-100 к.911), 3 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.911
Ч20;Ч.ТЭЦ.9.ОБК.911.ЩО;Ч032252;ЩО (рабочее освещение к. 911), 16 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.911
Ч20;Ч.ТЭЦ.9.ОБК.911.ЩАО;Ч032253;ЩАО (рабочее освещение к. 911), 8 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.911
Ч20;ЭЛА-ВАВ@000000606;Ч032254;Сборка ПР с группой автоматических выключателей (5 шт.);ЭЛА-ВАВ-5;Высокий;Ч.ТЭЦ.9.ОБК.618.АЩО
Ч20;ЭЛА-ВАВ@000000607;Ч032255;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.900.ЩРО1
Ч20;ЭЛА-ВАВ@000000608;Ч032256;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.900.ЩРО2
Ч20;ЭЛА-ВАВ@000000609;Ч032257;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.900.ЩРО3
Ч20;ЭЛА-ВАВ@000000610;Ч032258;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.900.ЩАО1
Ч20;ЭЛА-ВАВ@000000611;Ч032259;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.900.ЩАО2
Ч20;ЭЛА-ВАВ@000000612;Ч032260;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.901.ЩРО1
Ч20;ЭЛА-ВАВ@000000613;Ч032261;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.901.ЩРО2
Ч20;ЭЛА-ВАВ@000000614;Ч032262;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.901.ЩРО3
Ч20;ЭЛА-ВАВ@000000615;Ч032263;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.901.ЩАО1
Ч20;ЭЛА-ВАВ@000000616;Ч032264;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.901.ЩАО2
Ч20;ЭЛА-ВАВ@000000617;Ч032265;Сборка ПР с группой автоматических выключателей (7 шт.);ЭЛА-ВАВ-7;Высокий;Ч.ТЭЦ.9.ОБК.901.ЩАО3
Ч20;ЭЛА-ВАВ@000000618;Ч032266;Сборка ПР с группой автоматических выключателей (5 шт.);ЭЛА-ВАВ-5;Высокий;Ч.ТЭЦ.9.У.ЩРОКУ
Ч20;ЭЛА-ВАВ@000000619;Ч032267;Сборка ПР с группой автоматических выключателей (5 шт.);ЭЛА-ВАВ-5;Высокий;Ч.ТЭЦ.9.У.ЩАОКУ
Ч20;ЭЛА-ВАВ@000000620;Ч032268;Сборка ПР с группой автоматических выключателей (2 шт.);ЭЛА-ВАВ-2;Высокий;Ч.ТЭЦ.9.У.СВОГР
Ч20;ЭЛА-ВАВ@000000621;Ч032269;Сборка ПР с группой автоматических выключателей (3 шт.);ЭЛА-ВАВ-3;Высокий;Ч.ТЭЦ.9.ОБК.901.ЩОНАРТЕРР
Ч20;ЭЛА-ВАВ@000000622;Ч032270;Сборка ПР с группой автоматических выключателей (2 шт.);ЭЛА-ВАВ-2;Высокий;Ч.ТЭЦ.9.Е.Т.СВОГР
Ч20;ЭЛА-ВАВ@000000623;Ч032271;Сборка ПР с группой автоматических выключателей (3 шт.);ЭЛА-ВАВ-3;Высокий;Ч.ТЭЦ.9.ОБК.911.ЩОНАРТЕРР
Ч20;ЭЛА-ВАВ@000000624;Ч032272;Сборка ПР с группой автоматических выключателей (16 шт.);ЭЛА-ВАВ-16;Высокий;Ч.ТЭЦ.9.ОБК.911.ЩО
Ч20;ЭЛА-ВАВ@000000625;Ч032273;Сборка ПР с группой автоматических выключателей (8 шт.);ЭЛА-ВАВ-8;Высокий;Ч.ТЭЦ.9.ОБК.911.ЩАО
Ч20;Ч.ТЭЦ.9.ОБК.618.ЩО;Ч032274;ЩО (рабочее освещение к. 618), 5 отходящих линий.;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.9.ОБК.618
Ч20;ЭЛА-ВАВ@000000626;Ч032275;Сборка ПР с группой автоматических выключателей (5 шт.);ЭЛА-ВАВ-5;Высокий;Ч.ТЭЦ.9.ОБК.618.ЩО
Ч20;ЭЛА-ВАВ@000000627;Ч032276;Сборка РТЗО с группой автоматических выключателей (17 шт.);ЭЛА-ВАВ-17-К2;Средний;Ч.ТЭЦ.8.ЭЛС.ТЦ1.СБ330
Ч20;Ч.ТЭЦ.8.ЭЛС.ТЦ1.СБ330;Ч032277;Сборка №330. РТЗО. К/Ц;ПО-ПОЗИЦИИ;Средний;Ч.ТЭЦ.8.ЭЛС.ТЦ1
Ч20;ЭЛМ-ЭДВ@000007296;Ч032278;Электродвигатель;ЭЛМ-ЭДВ-АС-НН-Н-5,5-К;Низкий;Ч.ТЭЦ.8.П11.НД.11Б
Ч20;ЭЛМ-ЭДВ@000007297;Ч032279;Электродвигатель;ЭЛМ-ЭДВ-АС-НН-Н-5,5-К;Низкий;Ч.ТЭЦ.8.П11.НД.11А
Ч20;ЭЛА-ПДС@000000010;Ч032375;Электрооборудование крана мостового рег. №263;ЭЛА-ПДС;Высокий;Ч.ТЭЦ.6.ОБК.ГПМ.КМ1
Ч20;ЭЛА-ПДС@000000011;Ч032376;Электрооборудование крана мостового рег. №331;ЭЛА-ПДС;Высокий;Ч.ТЭЦ.9.ОБК.901.ГПМ.КМ1
Ч20;ЭЛА-ПДС@000000012;Ч032377;Электрооборудование крана мостового рег. №11538;ЭЛА-ПДС;Высокий;Ч.ТЭЦ.9.ОБК.911.ГПМ.КМ1
Ч20;ЭЛА-ПДС@000000013;Ч032378;Электрооборудование электротельфера  рег. №353;ЭЛА-ПДС;Высокий;Ч.ТЭЦ.9.ОБК.911.ГПМ.ЭТ1
Ч20;ЭЛА-ПДС@000000014;Ч032379;Электрооборудование крана мостового рег. №352;ЭЛА-ПДС;Высокий;Ч.ТЭЦ.9.ОБК.911.ГПМ.КМ2
Ч20;Ч.ТЭЦ.9.ОБК.911.ГПМ.КМ2;Ч032380;ТП;ПО-ПОЗИЦИИ;Средний;Ч.ТЭЦ.9.ОБК.911.ГПМ
Ч20;Ч.ТЭЦ.9.ОБК.911.ГПМ.КМ1;Ч032381;ТП;ПО-ПОЗИЦИИ;Средний;Ч.ТЭЦ.9.ОБК.911.ГПМ
Ч20;Ч.ТЭЦ.9.ОБК.911.ГПМ.ЭТ1;Ч032382;ТП;ПО-ПОЗИЦИИ;Средний;Ч.ТЭЦ.9.ОБК.911.ГПМ
Ч20;Ч.ТЭЦ.6.ОБК.ГПМ.КМ1;Ч032383;ТП;ПО-ПОЗИЦИИ;Средний;Ч.ТЭЦ.6.ОБК.ГПМ
Ч20;Ч.ТЭЦ.9.ОБК.901.ГПМ.КМ1;Ч032384;ТП;ПО-ПОЗИЦИИ;Средний;Ч.ТЭЦ.9.ОБК.901.ГПМ
Ч20;Ч.ТЭЦ.9.ОБК.911.ГПМ;Ч032385;ГПМ;ПО-ГРУППЫ ОБЪЕКТОВ;Средний;Ч.ТЭЦ.9.ОБК.911
Ч20;Ч.ТЭЦ.9.ОБК.901.ГПМ;Ч032386;ГПМ;ПО-ГРУППЫ ОБЪЕКТОВ;Средний;Ч.ТЭЦ.9.ОБК.901
Ч20;Ч.ТЭЦ.6.ОБК.ГПМ;Ч032387;ГПМ;ПО-ГРУППЫ ОБЪЕКТОВ;Средний;Ч.ТЭЦ.6.ОБК
Ч20;Ч.ТЭЦ.6.ОБК;Ч032388;ОБК;ПО-ГРУППЫ ОБЪЕКТОВ;Средний;Ч.ТЭЦ.6
Ч20;НАС-НАС@000000451;Ч032416;Насос дозатор фосфатов по.НД4А;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П4.НД.4А
Ч20;НАС-НАС@000000453;Ч032417;Насос дозатор фосфатов по.НД4Б;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П4.НД.4Б
Ч20;НАС-НАС@000000454;Ч032418;Насос дозатор фосфатов по.НД6А;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П6.НД.6А
Ч20;НАС-НАС@000000455;Ч032419;Насос дозатор фосфатов по.НД6Б;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П6.НД.6Б
Ч20;НАС-НАС@000000456;Ч032420;Насос дозатор фосфатов по.НД7А;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П7.НД.7А
Ч20;НАС-НАС@000000457;Ч032421;Насос дозатор фосфатов по.НД7Б;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П7.НД.7Б
Ч20;НАС-НАС@000000458;Ч032422;Насос дозатор фосфатов по.НД8А;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П8.НД.8А
Ч20;НАС-НАС@000000459;Ч032423;Насос дозатор фосфатов по.НД8Б;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П8.НД.8Б
Ч20;НАС-НАС@000000460;Ч032424;Насос дозатор фосфатов по.НД9А;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П9.НД.9А
Ч20;НАС-НАС@000000461;Ч032425;Насос дозатор фосфатов по.НД9Б;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П9.НД.9Б
Ч20;НАС-НАС@000000462;Ч032426;Насос дозатор фосфатов по.НД10А;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П10.НД.10А
Ч20;НАС-НАС@000000463;Ч032427;Насос дозатор фосфатов по.НД10Б;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П10.НД.10Б
Ч20;НАС-НАС@000000464;Ч032428;Насос дозатор фосфатов по.НД11А;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П11.НД.11А
Ч20;НАС-НАС@000000465;Ч032429;Насос дозатор фосфатов по.НД11Б;НАС-НАС-НД-100-63;Высокий;Ч.ТЭЦ.8.П11.НД.11Б
Ч20;Ч.ТЭЦ.1.ЭЛС.ШАВР;Ч032742;ШАВР для ИБП   с группой автоматических выключателей ;ПО-ПОЗИЦИИ;Высокий;Ч.ТЭЦ.1.ЭЛС
Ч20;ЭЛА-ВАВ@000000628;Ч032743;ШАВР для ИБП   с группой автоматических выключателей ;ЭЛА-ВАВ;Высокий;Ч.ТЭЦ.1.ЭЛС.ШАВР
Ч20;ЭЛА-ВАВ@000000629;Ч032744;ЩР5, 9 отходящих групп;ЭЛА-ВАВ;Высокий;Ч.ТЭЦ.9.ЭЛС.Е.ЩР5
Ч20;ЭЛА-ВАВ@000000630;Ч032745;ЩР4, 10 отходящих групп;ЭЛА-ВАВ;Высокий;Ч.ТЭЦ.9.ЭЛС.Е.ЩР4
Ч20;ЭЛА-ВАВ@000000631;Ч032746;ЩР3, 11 отходящих групп;ЭЛА-ВАВ;Высокий;Ч.ТЭЦ.9.ЭЛС.Е.ЩР3
Ч20;ЭЛА-ВАВ@000000632;Ч032747;ЩР2, 17 отходящих групп;ЭЛА-ВАВ;Высокий;Ч.ТЭЦ.9.ЭЛС.Е.ЩР2
Ч20;ЭЛА-ВАВ@000000633;Ч032748;ЩР 1, 25 отходящих групп;ЭЛА-ВАВ;Высокий;Ч.ТЭЦ.9.ЭЛС.Е.ЩР1
Ч20;ЭЛС-ШНП@000000298;Ч032749;сборных шин II секция ГРУ-10кВ;ЭЛС-ШНП;Высокий;Ч.ТЭЦ.9.ЭЛС.ГРУ.IIc
Ч20;ЭЛС-ШНП@000000299;Ч032750;Сборные шины I секции ГРУ-10кВ;ЭЛС-ШНП;Высокий;Ч.ТЭЦ.9.ЭЛС.ГРУ.Ic
Ч20;АПП-КДР@000000001;Ч134779;КДА-200;АПП-КДР-КДА-200;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА1А.КДСА
Ч20;АПП-КДР@000000002;Ч134780;КДА-200;АПП-КДР-КДА-200;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА1.КДСА
Ч20;АПП-КДР@000000003;Ч134781;Колонка деаэрационная КДА-200;АПП-КДР-КДА-200;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА2.КДСА
Ч20;АПП-КДР@000000004;Ч134782;КДА-200;АПП-КДР-КДА-200;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА3.КДСА
Ч20;АПП-КДР@000000005;Ч134783;КДА-200;АПП-КДР-КДА-200;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА4.КДСА
Ч20;АПП-КДР@000000006;Ч134784;КДА-200;АПП-КДР-КДА-200;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА5.КДСА
Ч20;АПП-КДР@000000007;Ч134785;КДА-200;АПП-КДР-КДА-200;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА6.КДСА
Ч20;АПП-КДР@000000008;Ч134786;КДА-300;АПП-КДР-КДА-300;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА7.КДСА
Ч20;АПП-КДР@000000009;Ч134787;КДА-300;АПП-КДР-КДА-300;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА8.КДСА
Ч20;АПР-ВСБ@000000011;Ч134788;Сборник воздуха 125 м3;АПР-ВСБ-125;Высокий;Ч.ТЭЦ.9.ОБК.ВА.В
Ч20;АПР-ВСБ@000000012;Ч134789;Воздухосборник ВВ 2.0-1.0 рег.№ 06607;АПР-ВСБ-2;Высокий;Ч.ТЭЦ.9.ОБК.ВА.В
Ч20;АПР-ГДР@000000001;Ч134790;Предохранительное устройство (гидрозатвор);АПР-ГДР-100;Высокий;Ч.ТЭЦ.9.Е.В.Д
Ч20;АПР-ГДР@000000002;Ч134791;Предохранительное устройство (гидрозатвор);АПР-ГДР-200;Высокий;Ч.ТЭЦ.1.ПДУ.Е9.1
Ч20;АПР-ГДР@000000003;Ч134792;Предохранительное устройство (гидрозатвор);АПР-ГДР-200;Высокий;Ч.ТЭЦ.1.ПДУ.Е9.2
Ч20;АПР-ГДР@000000004;Ч134793;Предохранительное устройство (гидрозатвор) 2 шт;АПР-ГДР-75;Высокий;Ч.ТЭЦ.1.ПДУ.ДСА.1
Ч20;АПР-ГДР@000000005;Ч134794;Предохранительное устройство (гидрозатвор) 2 шт;АПР-ГДР-75;Высокий;Ч.ТЭЦ.1.ПДУ.ДСА.2
Ч20;АПР-ДАЭ@000000042;Ч134795;Деаэратор питательный ДСА 200/50;АПР-ДАЭ-200-50;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА1А
Ч20;АПР-ДАЭ@000000043;Ч134796;Деаэратор питательный ДСА 200/50;АПР-ДАЭ-200-50;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА1
Ч20;АПР-ДАЭ@000000044;Ч134797;Деаэратор питательный ДСА 200/50;АПР-ДАЭ-200-50;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА2
Ч20;АПР-ДАЭ@000000045;Ч134798;Деаэратор питательный ДСА 200/50;АПР-ДАЭ-200-50;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА3
Ч20;АПР-ДАЭ@000000046;Ч134799;Деаэратор питательный ДСА 200/50;АПР-ДАЭ-200-50;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА4
Ч20;АПР-ДАЭ@000000047;Ч134800;Деаэратор питательный ДСА 200/50;АПР-ДАЭ-200-50;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА5
Ч20;АПР-ДАЭ@000000048;Ч134801;Деаэратор питательный ДСА 200/50;АПР-ДАЭ-200-50;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА6
Ч20;АПР-ДАЭ@000000049;Ч134802;Деаэратор питательный ДА 300/100;АПР-ДАЭ-300-100;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА7
Ч20;АПР-ДАЭ@000000050;Ч134803;Деаэратор питательный ДА 300/100;АПР-ДАЭ-300-100;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА8
Ч20;АПР-ДАЭ@000000051;Ч134804;Деаэратор;АПР-ДАЭ-КУ;Высокий;Ч.ТЭЦ.9.У.В.Д
Ч20;АПР-ДВТ@000000001;Ч134805;Дистанционный выключатель турбины;АПР-ДВТ;Высокий;Ч.ТЭЦ.8.ТА4.ПТ.РЕГ.ДВТ
Ч20;АПР-ДОЗ@000000083;Ч134806;Установка дозатирования  фосфатов.;АПР-ДОЗ;Высокий;Ч.ТЭЦ.8.П4.НД
Ч20;АПР-ИНЖ@000000004;Ч134807;Масляный инжектор;АПР-ИНЖ-ПТ-12-35-10-МИНЖ;Высокий;Ч.ТЭЦ.8.ТА2.ПТ.МС.МИНЖ
Ч20;АПР-ИНЖ@000000005;Ч134808;Масляный инжектор;АПР-ИНЖ;Высокий;Ч.ТЭЦ.8.ТА1.ПТ.МС.МИНЖ
Ч20;АПР-ИНЖ@000000006;Ч134809;Масляный инжектор;АПР-ИНЖ;Высокий;Ч.ТЭЦ.8.ТА3.ПТ.МС.МИНЖ
Ч20;АПР-ИНЖ@000000007;Ч134810;Масляный инжектор;АПР-ИНЖ;Высокий;Ч.ТЭЦ.8.ТА4.ПТ.МС.МИНЖ
Ч20;АПР-ИНЖ@000000008;Ч134811;Масляный инжектор;АПР-ИНЖ;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.МС.МИНЖ
Ч20;АПР-ИНЖ@000000009;Ч134812;Масляный инжектор;АПР-ИНЖ;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.МС.МИНЖ
Ч20;АПР-ИНЖ@000000010;Ч134813;Масляный инжектор;АПР-ИНЖ;Высокий;Ч.ТЭЦ.8.ТА7.ПТ.МС.МИНЖ
Ч20;АПР-КОН@000000296;Ч134814;Конденсатор;АПР-КОН-Е100;Высокий;Ч.ТЭЦ.9.Е
Ч20;АПР-КОН@000000297;Ч134815;Конденсатор КП540;АПР-КОН-540;Высокий;Ч.ТЭЦ.8.ТА1.ПТ.ВС.КП540
Ч20;АПР-КОН@000000298;Ч134816;Конденсатор КП540;АПР-КОН-540;Высокий;Ч.ТЭЦ.8.ТА2.ПТ.ВС.КП540
Ч20;АПР-КОН@000000299;Ч134817;Конденсатор КП540;АПР-КОН-540;Высокий;Ч.ТЭЦ.8.ТА5.ПТ.ВС.КП540
Ч20;АПР-КОН@000000300;Ч134818;Конденсатор КП540;АПР-КОН-540;Высокий;Ч.ТЭЦ.8.ТА6.ПТ.ВС.КП540
Ч20;АПР-КОН@000000301;Ч134819;Конденсатор КП540;АПР-КОН-540;Высокий;Ч.ТЭЦ.8.ТА7.ПТ.ВС.КП540
Ч20;АПР-КОН@000000302;Ч134820;Конденсатор 325х13;АПР-КОН-Е50;Высокий;Ч.ТЭЦ.1.П5.ПО.К
Ч20;АПР-КОН@000000303;Ч134821;Конденсатор 325х13;АПР-КОН-Е50;Высокий;Ч.ТЭЦ.1.П6.ПО.К
Ч20;АПР-МСТ@000000062;Ч134822;Маслостанция CTR-KV-B0602;АПР-МСТ-СTR-KV-B0602;Высокий;Ч.ТЭЦ.8.ТА1.ПТ.САР.МС1
Ч20;АПР-МСТ@000000063;Ч134823;Маслостанция CTR-KV-B0602;АПР-МСТ-СTR-KV-B0602;Высокий;Ч.ТЭЦ.8.ТА2.ПТ.САР.МС2
Ч20;АПР-ОСШ@000000039;Ч134824;Адсорбционный осушитель воздуха;АПР-ОСШ-ВХ;Высокий;Ч.ТЭЦ.9.ОБК.ВА.В.О
Ч20;АПР-ОХЛ@000000047;Ч134825;Охладитель выпара ОВА 16;АПР-ОХЛ-200-500;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА1А.ОВА
Ч20;АПР-ОХЛ@000000048;Ч134826;Охладитель выпара ОВА 16;АПР-ОХЛ-200-500;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА1.ОВА
Ч20;АПР-ОХЛ@000000049;Ч134827;Охладитель выпара ОВА 16;АПР-ОХЛ-200-500;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА2.ОВА
Ч20;АПР-ОХЛ@000000050;Ч134828;Охладитель выпара ОВА 16;АПР-ОХЛ-200-500;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА3.ОВА
Ч20;АПР-ОХЛ@000000051;Ч134829;Охладитель выпара ОВА 16;АПР-ОХЛ-200-500;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА4.ОВА
Ч20;АПР-ОХЛ@000000052;Ч134830;Охладитель выпара ОВА 16;АПР-ОХЛ-200-500;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА5.ОВА
Ч20;АПР-ОХЛ@000000053;Ч134831;Охладитель выпара ОВА 16;АПР-ОХЛ-200-500;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА6.ОВА
Ч20;АПР-ОХЛ@000000054;Ч134832;Охладитель выпара ОВА 24;АПР-ОХЛ-300-100;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА7.ОВА
Ч20;АПР-ОХЛ@000000055;Ч134833;Охладитель выпара ОВА 24;АПР-ОХЛ-300-100;Высокий;Ч.ТЭЦ.8.ПДУ.ДСА8.ОВА
Ч20;АПР-ОХЛ@000000056;Ч134834;Охладитель выпара деаэратора;АПР-ОХЛ-ОВА-8;Высокий;Ч.ТЭЦ.9.Е.В.Д
Ч20;АПР-ОХЛ@000000057;Ч134835;Охладитель деаэрированной воды;АПР-ОХЛ-ОДВ1;Высокий;Ч.ТЭЦ.8.ПДУ.ОДВ1
