Организация;Номер актива;Серийный номер;Описание актива;Группа активов;Критичность;Номер родительского актива
Ч20;ТРБ-ТРБ@000000470;Ч150568;Трубопровод природного газа O219Х5;ТРБ-ТРБ-СТ5-219-5;Высокий;Ч.ТЭЦ.8.П6.ГП.Т
Ч20;ТРБ-ТРБ@000000471;Ч150569;Трубопровод природного газа O219Х5;ТРБ-ТРБ-СТ5-219-5;Высокий;Ч.ТЭЦ.8.П7.ГП.Т
Ч20;ТРБ-ТРБ@000000472;Ч150570;Трубопровод природного газа O219Х5;ТРБ-ТРБ-СТ5-219-5;Высокий;Ч.ТЭЦ.8.П8.ГП.Т
Ч20;ТРБ-ТРБ@000000473;Ч150571;Трубопровод природного газа O219Х5;ТРБ-ТРБ-СТ5-219-5;Высокий;Ч.ТЭЦ.8.П9.ГП.Т
Ч20;ТРБ-ТРБ@000000474;Ч150572;Трубопровод природного газа O219Х5;ТРБ-ТРБ-СТ5-219-5;Высокий;Ч.ТЭЦ.8.П10.ГП.Т
Ч20;ТРБ-ТРБ@000000475;Ч150573;Трубопровод природного газа O219Х5;ТРБ-ТРБ-СТ5-219-5;Высокий;Ч.ТЭЦ.8.П11.ГП.Т
Ч20;ТРБ-ТРБ@000000476;Ч150574;Трубопровод телофикации рег № 236-02-14;ТРБ-ТРБ-СТ5-219-9;Высокий;Ч.ТЭЦ.6.ТФ.ТР
Ч20;ТРБ-ТРБ@000000477;Ч150575;Трубопровод;ТРБ-ТРБ-СТ5-219-9;Высокий;Ч.ТЭЦ.9.ГП.У.1
Ч20;ТРБ-ТРБ@000000478;Ч150576;Трубопровод;ТРБ-ТРБ-СТ5-219-9;Высокий;Ч.ТЭЦ.9.ГП.Е.1
Ч20;ТРБ-ТРБ@000000479;Ч150577;Трубопровод;ТРБ-ТРБ-СТ5-219-9;Высокий;Ч.ТЭЦ.9.ГП.Е.2
Ч20;ТРБ-ТРБ@000000480;Ч150578;Трубопровод;ТРБ-ТРБ-СТ5-219-9;Высокий;Ч.ТЭЦ.9.ГП.Т.2
Ч20;ТРБ-ТРБ@000000481;Ч150579;Труба;ТРБ-ТРБ-СТ5-219-9;Высокий;Ч.ТЭЦ.9.ОБК.КН.ДС
Ч20;ТРБ-ТРБ@000000482;Ч150580;Трубопровод 273х6;ТРБ-ТРБ-СТ5-273-6;Высокий;Ч.ТЭЦ.8.ГП.Н.ГРПБ1.273
Ч20;ТРБ-ТРБ@000000483;Ч150581;Трубопровод;ТРБ-ТРБ-СТ5-325-10;Высокий;Ч.ТЭЦ.9.ГП.Е.2
Ч20;ТРБ-ТРБ@000000484;Ч150582;Трубопровод 325х13;ТРБ-ТРБ-СТ5-325-13;Высокий;Ч.ТЭЦ.1.ГП
Ч20;ТРБ-ТРБ@000000485;Ч150583;Трубопровод 375х13;ТРБ-ТРБ-СТ5-375-13;Высокий;Ч.ТЭЦ.1.ГП
Ч20;ТРБ-ТРБ@000000486;Ч150584;Трубопровод телофикации рег № 236-02-14;ТРБ-ТРБ-СТ5-426-12;Высокий;Ч.ТЭЦ.6.ТФ.ТР
Ч20;ТРБ-ТРБ@000000487;Ч150585;Трубопровод 430х15;ТРБ-ТРБ-СТ5-426-15;Высокий;Ч.ТЭЦ.1.ГП
Ч20;ТРБ-ТРБ@000000488;Ч150586;Трубопровод 57х3;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.8.ГП.Н.ГРПБ2.57
Ч20;ТРБ-ТРБ@000000489;Ч150587;Трубопровод;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ГП.У.1
Ч20;ТРБ-ТРБ@000000490;Ч150588;Трубопровод;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ГП.У.2
Ч20;ТРБ-ТРБ@000000491;Ч150589;Трубопровод;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ГП.Е.2
Ч20;ТРБ-ТРБ@000000492;Ч150590;Трубопровод;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ГП.Т.1
Ч20;ТРБ-ТРБ@000000493;Ч150591;Трубопровод;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ГП.Т.2
Ч20;ТРБ-ТРБ@000000494;Ч150592;Трубопровод горячего водоснабжения к.900;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.900.СВ.Г
Ч20;ТРБ-ТРБ@000000495;Ч150593;Тубопровод и отопительные приборы системы отопления к.901;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.901.СО
Ч20;ТРБ-ТРБ@000000496;Ч150594;Трубопровод теплового пункта;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.901.СО.ТП1
Ч20;ТРБ-ТРБ@000000497;Ч150595;Хозпитьевой водопровод к.901;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.901.СВ
Ч20;ТРБ-ТРБ@000000498;Ч150596;Хозбытовая канализация к.901;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.901.СВ
Ч20;ТРБ-ТРБ@000000499;Ч150597;Трубопровод;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.ВА.В
Ч20;ТРБ-ТРБ@000000500;Ч150598;Трубопровод;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.ВА.А
Ч20;ТРБ-ТРБ@000000501;Ч150599;Противопожарный трубопровод;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.911.АП
Ч20;ТРБ-ТРБ@000000502;Ч150600;Трубопровод системы отопления к.618;ТРБ-ТРБ-СТ5-57-3;Высокий;Ч.ТЭЦ.9.ОБК.618.ОТ.ТП
Ч20;ТРБ-ТРБ@000000503;Ч150601;Тубопровод и отопительные приборы системы отопления к.900;ТРБ-ТРБ-СТ5-57-4;Высокий;Ч.ТЭЦ.9.ОБК.900.СО
Ч20;ТРБ-ТРБ@000000504;Ч150602;Трубопровод теплового пункта;ТРБ-ТРБ-СТ5-57-4;Высокий;Ч.ТЭЦ.9.ОБК.900.СО.ТП
Ч20;ТРБ-ТРБ@000000505;Ч150603;Трубопровод системы отопления к.906/2;ТРБ-ТРБ-СТ5-57-4;Средний;Ч.ТЭЦ.9.ОБК.906/2.СО
Ч20;ТРБ-ТРБ@000000506;Ч150604;Трубопровод системы отопления к.906/3;ТРБ-ТРБ-СТ5-57-4;Средний;Ч.ТЭЦ.9.ОБК.906/3.СО
Ч20;ТРБ-ТРБ@000000507;Ч150605;Трубопровод 630х8;ТРБ-ТРБ-СТ5-630-8;Высокий;Ч.ТЭЦ.8.ГП.Н.ГРП.630
Ч20;ТРБ-ТРБ@000000508;Ч150606;Трубопровод 720х6;ТРБ-ТРБ-СТ5-720-6;Высокий;Ч.ТЭЦ.8.ГП.Н.ГРПБ3.720
Ч20;ТРБ-ТРБ@000000509;Ч150607;Трубопровод 720х8;ТРБ-ТРБ-СТ5-720-8;Высокий;Ч.ТЭЦ.8.ГП.Н.ГРПБ2.720
Ч20;ТРБ-ТРБ@000000510;Ч150608;Трубопровод 820х9;ТРБ-ТРБ-СТ5-820-9;Высокий;Ч.ТЭЦ.8.ГП.Н.ГРП.820
Ч20;ТРБ-ТРБ@000000511;Ч150609;Трубопроводы ливневой канализации ТЭЦ КТУ ФК;ТРБ-ТРБ-СТ5-89-3;Высокий;Ч.ТЭЦ.8.ЛК
Ч20;ТРБ-ТРБ@000000512;Ч150610;Трубопроводы бытовой канализации ТЭЦ КТУ ФК;ТРБ-ТРБ-СТ5-89-3;Высокий;Ч.ТЭЦ.8.БК
Ч20;ТРБ-ТРБ@000000513;Ч150611;Трубопроводы пожаротушения внутри ТЭЦ КТУ ФК;ТРБ-ТРБ-СТ5-89-3;Высокий;Ч.ТЭЦ.8.ОБК.ТР.ПЖ
Ч20;ТРБ-ТРБ@000000514;Ч150612;Трубопроводы пожаротушения внутри ТЭЦ КТУ ФК;ТРБ-ТРБ-СТ5-89-3;Высокий;Ч.ТЭЦ.8.ОБК.ТР.ПЖ
Ч20;ТРБ-ТРБ@000000515;Ч150613;Противопожарный трубопровод;ТРБ-ТРБ-СТ5-89-4;Высокий;Ч.ТЭЦ.1.ОБК.ПЖ
Ч20;ТРБ-ТРБ@000000516;Ч150614;Трубопровод телофикации рег № 236-02-14;ТРБ-ТРБ-СТ5-89-4;Высокий;Ч.ТЭЦ.6.ТФ.ТР
Ч20;ТРБ-ТРБ@000000517;Ч150615;Трубопровод;ТРБ-ТРБ-СТ5-89-4;Высокий;Ч.ТЭЦ.9.ГП.У.1
Ч20;ТРБ-ТРБ@000000518;Ч150616;Трубопровод;ТРБ-ТРБ-СТ5-89-4;Высокий;Ч.ТЭЦ.9.ГП.У.2
Ч20;ТРБ-ТРБ@000000519;Ч150617;Трубопровод;ТРБ-ТРБ-СТ5-89-4;Высокий;Ч.ТЭЦ.9.ГП.Т.1
Ч20;ТРБ-ТРБ@000000520;Ч150618;Трубопровод;ТРБ-ТРБ-СТ5-89-4;Высокий;Ч.ТЭЦ.9.ГП.Т.2
Ч20;ТРБ-ТРБ@000000521;Ч150619;Трубопровод;ТРБ-ТРБ-СТ5-89-4;Высокий;Ч.ТЭЦ.9.ГП.Т.3
Ч20;ТРБ-ТРБ@000000522;Ч150620;Трубопровод теплового пункта;ТРБ-ТРБ-СТ5-89-4;Высокий;Ч.ТЭЦ.9.ОБК.900.СО.ТП
Ч20;ТРБ-ТРБ@000000523;Ч150621;Трубопроводы горячего водоснабжения в здании  ТЭЦ КТУ;ТРБ-ТРБ-СТ5-89-5;Высокий;Ч.ТЭЦ.8.ГВС.ТРБ
Ч20;ТРБ-ТРБ@000000524;Ч150622;Трубопровод теплового пункта;ТРБ-ТРБ-СТ5-89-5;Высокий;Ч.ТЭЦ.9.ОБК.901.СО.ТП1
Ч20;ТРБ-ТРБ@000000525;Ч150623;Противопожарный трубопровод;ТРБ-ТРБ-СТ5-89-5;Высокий;Ч.ТЭЦ.9.ОБК.911.АП
Ч20;ТРБ-ТРБ@000000526;Ч150624;Трубопровод системы минерального масла;ТРБ-ТРБ-СТ-Д10''-4;Высокий;Ч.ТЭЦ.9.Г.ММ
Ч20;ТРБ-ТРБ@000000527;Ч150625;Трубопровод системы минерального масла;ТРБ-ТРБ-СТ-Д3''-4;Высокий;Ч.ТЭЦ.9.Г.ММ
Ч20;ТРБ-ТРБ@000000528;Ч150626;Трубопровод системы минерального масла;ТРБ-ТРБ-СТ-Д4''-4;Высокий;Ч.ТЭЦ.9.Г.ММ
Ч20;ТРБ-ТРБ@000000529;Ч150627;Трубопровод системы гидравлического масла;ТРБ-ТРБ-СТНЖ-100-8;Высокий;Ч.ТЭЦ.9.Г.ГМ
Ч20;ТРБ-ТРБ@000000530;Ч150628;Боковые экранные трубы;ТРБ-ТРБ-ЭКР-БОК-Е100;Высокий;Ч.ТЭЦ.9.Е.ЭТ
Ч20;ТРБ-ТРБ@000000531;Ч150629;Экран боковой правый передний;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.ЭКР.БПП
Ч20;ТРБ-ТРБ@000000532;Ч150630;Экран боковой правый задний;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.ЭКР.БПЗ
Ч20;ТРБ-ТРБ@000000533;Ч150631;Экран боковой левый передний;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.ЭКР.БЛП
Ч20;ТРБ-ТРБ@000000534;Ч150632;Экран боковой левый задний;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.ЭКР.БЛЗ
Ч20;ТРБ-ТРБ@000000535;Ч150633;Экран задний правый;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.ЭКР.ЗДП
Ч20;ТРБ-ТРБ@000000536;Ч150634;Экран задний левый;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.ЭКР.ЗДЛ
Ч20;ТРБ-ТРБ@000000537;Ч150635;Экран фронтовой правый;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.ЭКР.ФРП
Ч20;ТРБ-ТРБ@000000538;Ч150636;Экран фронтовой левый;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П1.ЭКР.ФРЛ
Ч20;ТРБ-ТРБ@000000539;Ч150637;Экран боковой правый передний;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.ЭКР.БПП
Ч20;ТРБ-ТРБ@000000540;Ч150638;Экран боковой правый задний;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.ЭКР.БПЗ
Ч20;ТРБ-ТРБ@000000541;Ч150639;Экран боковой левый передний;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.ЭКР.БЛП
Ч20;ТРБ-ТРБ@000000542;Ч150640;Экран боковой левый задний;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.ЭКР.БЛЗ
Ч20;ТРБ-ТРБ@000000543;Ч150641;Экран задний правый;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.ЭКР.ЗДП
Ч20;ТРБ-ТРБ@000000544;Ч150642;Экран задний левый;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.ЭКР.ЗДЛ
Ч20;ТРБ-ТРБ@000000545;Ч150643;Экран фронтовой правый;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.ЭКР.ФРП
Ч20;ТРБ-ТРБ@000000546;Ч150644;Экран фронтовой левый;ТРБ-ТРБ-ЭКР-ГМ50;Высокий;Ч.ТЭЦ.1.П2.ЭКР.ФРЛ
Ч20;ТРБ-ТРБ@000000547;Ч150645;Экран боковой правый;ТРБ-ТРБ-ЭКР-Е50;Высокий;Ч.ТЭЦ.1.П5.ЭКР.БПП
Ч20;ТРБ-ТРБ@000000548;Ч150646;Экран боковой левый;ТРБ-ТРБ-ЭКР-Е50;Высокий;Ч.ТЭЦ.1.П5.ЭКР.БЛП
Ч20;ТРБ-ТРБ@000000549;Ч150647;Экран задний;ТРБ-ТРБ-ЭКР-Е50;Высокий;Ч.ТЭЦ.1.П5.ЭКР.ЗДП
Ч20;ТРБ-ТРБ@000000550;Ч150648;Экран фронтовой;ТРБ-ТРБ-ЭКР-Е50;Высокий;Ч.ТЭЦ.1.П5.ЭКР.ФРП
Ч20;ТРБ-ТРБ@000000551;Ч150649;Экран боковой правый;ТРБ-ТРБ-ЭКР-Е50;Высокий;Ч.ТЭЦ.1.П6.ЭКР.БПП
Ч20;ТРБ-ТРБ@000000552;Ч150650;Экран боковой левый;ТРБ-ТРБ-ЭКР-Е50;Высокий;Ч.ТЭЦ.1.П6.ЭКР.БЛП
Ч20;ТРБ-ТРБ@000000553;Ч150651;Экран задний;ТРБ-ТРБ-ЭКР-Е50;Высокий;Ч.ТЭЦ.1.П6.ЭКР.ЗДП
Ч20;ТРБ-ТРБ@000000554;Ч150652;Экран фронтовой;ТРБ-ТРБ-ЭКР-Е50;Высокий;Ч.ТЭЦ.1.П6.ЭКР.ФРП
Ч20;ТРБ-ТРБ@000000555;Ч150653;Экран задний;ТРБ-ТРБ-ЭКР-ЗД-БКЗ-75;Высокий;Ч.ТЭЦ.8.П4.ЭКР.ЗД
Ч20;ТРБ-ТРБ@000000556;Ч150654;Экран задний;ТРБ-ТРБ-ЭКР-ЗД-БКЗ-75;Высокий;Ч.ТЭЦ.8.П6.ЭКР.ЗД
Ч20;ТРБ-ТРБ@000000557;Ч150655;Экран задний;ТРБ-ТРБ-ЭКР-ЗД-БКЗ-75;Высокий;Ч.ТЭЦ.8.П7.ЭКР.ЗД
Ч20;ТРБ-ТРБ@000000558;Ч150656;Экран задний;ТРБ-ТРБ-ЭКР-ЗД-БКЗ-75;Высокий;Ч.ТЭЦ.8.П8.ЭКР.ЗД
Ч20;ТРБ-ТРБ@000000559;Ч150657;Экран задний;ТРБ-ТРБ-ЭКР-ЗД-БКЗ-75;Высокий;Ч.ТЭЦ.8.П9.ЭКР.ЗД
Ч20;ТРБ-ТРБ@000000560;Ч150658;Экран задний;ТРБ-ТРБ-ЭКР-ЗД-БКЗ-75;Высокий;Ч.ТЭЦ.8.П10.ЭКР.ЗД
Ч20;ТРБ-ТРБ@000000561;Ч150659;Экран задний;ТРБ-ТРБ-ЭКР-ЗД-БКЗ-75;Высокий;Ч.ТЭЦ.8.П11.ЭКР.ЗД
Ч20;ТРБ-ТРБ@000000562;Ч150660;Задние экранные трубы;ТРБ-ТРБ-ЭКР-ЗД-Е100;Высокий;Ч.ТЭЦ.9.Е.ЭТ
Ч20;ТРБ-ТРБ@000000563;Ч150661;Экран боковой правый топочной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В1.ЭКР.БПТ
Ч20;ТРБ-ТРБ@000000564;Ч150662;Экран боковой правый конвективной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В1.ЭКР.БПК
Ч20;ТРБ-ТРБ@000000565;Ч150663;Экран боковой левый топочной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В1.ЭКР.БЛТ
Ч20;ТРБ-ТРБ@000000566;Ч150664;Экран боковой левый конвективной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В1.ЭКР.БЛК
Ч20;ТРБ-ТРБ@000000567;Ч150665;Экран задний топочной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В1.ЭКР.ЗДТ
Ч20;ТРБ-ТРБ@000000568;Ч150666;Экран задний конвективной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В1.ЭКР.ЗДК
Ч20;ТРБ-ТРБ@000000569;Ч150667;Экран фронтовой;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В1.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000570;Ч150668;U-образные ширмы;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В1.ЭКР.КН
Ч20;ТРБ-ТРБ@000000571;Ч150669;Экран боковой правый топочной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В2.ЭКР.БПТ
Ч20;ТРБ-ТРБ@000000572;Ч150670;Экран боковой правый конвективной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В2.ЭКР.БПК
Ч20;ТРБ-ТРБ@000000573;Ч150671;Экран боковой левый топочной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В2.ЭКР.БЛТ
Ч20;ТРБ-ТРБ@000000574;Ч150672;Экран боковой левый конвективной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В2.ЭКР.БЛК
Ч20;ТРБ-ТРБ@000000575;Ч150673;Экран задний топочной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В2.ЭКР.ЗДТ
Ч20;ТРБ-ТРБ@000000576;Ч150674;Экран задний конвективной части;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В2.ЭКР.ЗДК
Ч20;ТРБ-ТРБ@000000577;Ч150675;Экран фронтовой;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В2.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000578;Ч150676;U-образные ширмы;ТРБ-ТРБ-ЭКР-КВГМ;Высокий;Ч.ТЭЦ.1.В2.ЭКР.КН
Ч20;ТРБ-ТРБ@000000579;Ч150677;Экран боковой левый;ТРБ-ТРБ-ЭКР-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П4.ЭКР.БЛ
Ч20;ТРБ-ТРБ@000000580;Ч150678;Экран боковой левый;ТРБ-ТРБ-ЭКР-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П6.ЭКР.БЛ
Ч20;ТРБ-ТРБ@000000581;Ч150679;Экран боковой левый;ТРБ-ТРБ-ЭКР-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П7.ЭКР.БЛ
Ч20;ТРБ-ТРБ@000000582;Ч150680;Экран боковой левый;ТРБ-ТРБ-ЭКР-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П8.ЭКР.БЛ
Ч20;ТРБ-ТРБ@000000583;Ч150681;Экран боковой левый;ТРБ-ТРБ-ЭКР-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П9.ЭКР.БЛ
Ч20;ТРБ-ТРБ@000000584;Ч150682;Экран боковой левый;ТРБ-ТРБ-ЭКР-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П10.ЭКР.БЛ
Ч20;ТРБ-ТРБ@000000585;Ч150683;Экран боковой левый;ТРБ-ТРБ-ЭКР-ЛВ-БКЗ-75;Высокий;Ч.ТЭЦ.8.П11.ЭКР.БЛ
Ч20;ТРБ-ТРБ@000000586;Ч150684;Экран боковой правый;ТРБ-ТРБ-ЭКР-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П4.ЭКР.БП
Ч20;ТРБ-ТРБ@000000587;Ч150685;Экран боковой правый;ТРБ-ТРБ-ЭКР-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П6.ЭКР.БП
Ч20;ТРБ-ТРБ@000000588;Ч150686;Экран боковой правый;ТРБ-ТРБ-ЭКР-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П7.ЭКР.БП
Ч20;ТРБ-ТРБ@000000589;Ч150687;Экран боковой правый;ТРБ-ТРБ-ЭКР-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П8.ЭКР.БП
Ч20;ТРБ-ТРБ@000000590;Ч150688;Экран боковой правый;ТРБ-ТРБ-ЭКР-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П9.ЭКР.БП
Ч20;ТРБ-ТРБ@000000591;Ч150689;Экран боковой правый;ТРБ-ТРБ-ЭКР-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П10.ЭКР.БП
Ч20;ТРБ-ТРБ@000000592;Ч150690;Экран боковой правый;ТРБ-ТРБ-ЭКР-ПР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П11.ЭКР.БП
Ч20;ТРБ-ТРБ@000000593;Ч150691;Экран фронтовой;ТРБ-ТРБ-ЭКР-ФР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П4.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000594;Ч150692;Экран фронтовой;ТРБ-ТРБ-ЭКР-ФР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П6.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000595;Ч150693;Экран фронтовой;ТРБ-ТРБ-ЭКР-ФР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П7.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000596;Ч150694;Экран фронтовой;ТРБ-ТРБ-ЭКР-ФР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П8.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000597;Ч150695;Экран фронтовой;ТРБ-ТРБ-ЭКР-ФР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П9.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000598;Ч150696;Экран фронтовой;ТРБ-ТРБ-ЭКР-ФР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П10.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000599;Ч150697;Экран фронтовой;ТРБ-ТРБ-ЭКР-ФР-БКЗ-75;Высокий;Ч.ТЭЦ.8.П11.ЭКР.ФР
Ч20;ТРБ-ТРБ@000000600;Ч150698;Фронтальные экранные трубы;ТРБ-ТРБ-ЭКР-ФР-Е100;Высокий;Ч.ТЭЦ.9.Е.ЭТ
Ч20;ТРМ-ИЗН@000000129;Ч150699;2ТН ТГ-1;ТРМ-ИЗН;Высокий;Ч.ТЭЦ.8.ТА1.ТГ.Я2
Ч20;ТРМ-ИЗН@000000130;Ч150700;2ТН ТГ-2;ТРМ-ИЗН;Высокий;Ч.ТЭЦ.8.ТА2.ТГ.Я14
Ч20;ТРМ-ИЗН@000000131;Ч150701;2ТН ТГ-3;ТРМ-ИЗН;Высокий;Ч.ТЭЦ.8.ТА3.ТГ.Я63
Ч20;ТРМ-ИЗН@000000132;Ч150702;2ТН ТГ-4;ТРМ-ИЗН;Высокий;Ч.ТЭЦ.8.ТА4.ТГ.Я72
Ч20;ТРМ-СЛМ@000001333;Ч150703;Транформатор силовой масляный 10кВ;ТРМ-СЛМ;Высокий;Ч.ТЭЦ.8.ЭЛС.ТЦ1.20Т
Ч20;ТРМ-СЛМ@000001334;Ч150704;Транформатор силовой масляный 10кВ;ТРМ-СЛМ;Высокий;Ч.ТЭЦ.8.ЭЛС.ТЦ1.21Т
Ч20;ТРМ-СЛМ@000001335;Ч150705;Транформатор силовой масляный 10кВ;ТРМ-СЛМ;Высокий;Ч.ТЭЦ.8.ЭЛС.ТЦ1.22Т
Ч20;ТРМ-СЛМ@000001336;Ч150706;Транформатор силовой масляный 10кВ;ТРМ-СЛМ;Высокий;Ч.ТЭЦ.8.ЭЛС.ТЦ1.23Т
Ч20;ТРМ-СЛС@000000253;Ч150707;Транформатор силовой сухой 10кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА1.ТГ.ТЕ
Ч20;ТРМ-СЛС@000000254;Ч150708;Транформатор силовой сухой 10кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА2.ТГ.ТЕ
Ч20;ТРМ-СЛС@000000255;Ч150709;Транформатор силовой сухой 10кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА3.ТГ.ТЕ
Ч20;ТРМ-СЛС@000000256;Ч150710;Транформатор силовой сухой 10кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА4.ТГ.ТЕ
Ч20;ТРМ-СЛС@000000257;Ч150711;Транформатор силовой сухой 10кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА5.ТГ.ТЕ1
Ч20;ТРМ-СЛС@000000258;Ч150712;Транформатор силовой сухой 0,4кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА5.ТГ.ТЕ2
Ч20;ТРМ-СЛС@000000259;Ч150713;Транформатор силовой сухой 10кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА6.ТГ.ТЕ1
Ч20;ТРМ-СЛС@000000260;Ч150714;Транформатор силовой сухой 0,4кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА6.ТГ.ТЕ2
Ч20;ТРМ-СЛС@000000261;Ч150715;Транформатор силовой сухой 10кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА7.ТГ.ТЕ1
Ч20;ТРМ-СЛС@000000262;Ч150716;Транформатор силовой сухой 0,4кВ;ТРМ-СЛС;Высокий;Ч.ТЭЦ.8.ТА7.ТГ.ТЕ2
